lane_id,det_id
145291249#0_0,e1det_145291249#0_0
145291249#1_0,e1det_145291249#1_0
145291249#2_0,e1det_145291249#2_0
145296839#0_0,e1det_145296839#0_0
145296839#11_0,e1det_145296839#11_0
145296839#12_0,e1det_145296839#12_0
145296839#17_0,e1det_145296839#17_0
145296839#18_0,e1det_145296839#18_0
145296839#19_0,e1det_145296839#19_0
145296839#1_0,e1det_145296839#1_0
145296839#20_0,e1det_145296839#20_0
145296839#2_0,e1det_145296839#2_0
145296839#4_0,e1det_145296839#4_0
145296839#5_0,e1det_145296839#5_0
145296839#6_0,e1det_145296839#6_0
145296839#7_0,e1det_145296839#7_0
145296839#9_0,e1det_145296839#9_0
145296840#0_0,e1det_145296840#0_0
145296840#10_0,e1det_145296840#10_0
145296840#12_0,e1det_145296840#12_0
145296840#14_0,e1det_145296840#14_0
145296840#15_0,e1det_145296840#15_0
145296840#16_0,e1det_145296840#16_0
145296840#17_0,e1det_145296840#17_0
145296840#18_0,e1det_145296840#18_0
145296840#19_0,e1det_145296840#19_0
145296840#1_0,e1det_145296840#1_0
145296840#20_0,e1det_145296840#20_0
145296840#21_0,e1det_145296840#21_0
145296840#2_0,e1det_145296840#2_0
145296840#7_0,e1det_145296840#7_0
146451491#0_0,e1det_146451491#0_0
146451491#5_0,e1det_146451491#5_0
146451491#8_0,e1det_146451491#8_0
146451492#10_0,e1det_146451492#10_0
146451492#11_0,e1det_146451492#11_0
146451492#3_0,e1det_146451492#3_0
146451492#4_0,e1det_146451492#4_0
146451492#6_0,e1det_146451492#6_0
146451493#1_0,e1det_146451493#1_0
146451493#1_1,e1det_146451493#1_1
146452466_0,e1det_146452466_0
146452468_0,e1det_146452468_0
146452468_1,e1det_146452468_1
146747108_0,e1det_146747108_0
146747108_1,e1det_146747108_1
150522812#4_0,e1det_150522812#4_0
150522812#5_0,e1det_150522812#5_0
150522819_0,e1det_150522819_0
150522819_1,e1det_150522819_1
150522819_2,e1det_150522819_2
150608623#0_0,e1det_150608623#0_0
150608623#0_1,e1det_150608623#0_1
150608623#0_2,e1det_150608623#0_2
150608623#1_0,e1det_150608623#1_0
150608623#1_1,e1det_150608623#1_1
150608623#1_2,e1det_150608623#1_2
150608626#5_0,e1det_150608626#5_0
150608626#5_1,e1det_150608626#5_1
150608626#5_2,e1det_150608626#5_2
150608626#5_3,e1det_150608626#5_3
150608626#6_0,e1det_150608626#6_0
150608626#6_1,e1det_150608626#6_1
150608626#6_2,e1det_150608626#6_2
150608626#6_3,e1det_150608626#6_3
152429645#1_0,e1det_152429645#1_0
152429645#2_0,e1det_152429645#2_0
152429648_0,e1det_152429648_0
152429655#2_0,e1det_152429655#2_0
152429655#6_0,e1det_152429655#6_0
152429673#12_0,e1det_152429673#12_0
152586238#0_0,e1det_152586238#0_0
152586239#0_0,e1det_152586239#0_0
152587332#0_0,e1det_152587332#0_0
152587332#2_0,e1det_152587332#2_0
152587332#4_0,e1det_152587332#4_0
152587332#5_0,e1det_152587332#5_0
152587334#0_0,e1det_152587334#0_0
152587347#0_0,e1det_152587347#0_0
152587347#1_0,e1det_152587347#1_0
154526732_0,e1det_154526732_0
154526745#3_0,e1det_154526745#3_0
155167619#1_0,e1det_155167619#1_0
155236367#3_0,e1det_155236367#3_0
155236367#4_0,e1det_155236367#4_0
156346934#6_0,e1det_156346934#6_0
156346934#6_1,e1det_156346934#6_1
156346934#6_2,e1det_156346934#6_2
156346934#7_0,e1det_156346934#7_0
156346934#7_1,e1det_156346934#7_1
156346934#7_2,e1det_156346934#7_2
156346935#0_0,e1det_156346935#0_0
156346935#0_1,e1det_156346935#0_1
156346935#0_2,e1det_156346935#0_2
156469312#0_0,e1det_156469312#0_0
156469312#1_0,e1det_156469312#1_0
156469315#0_0,e1det_156469315#0_0
156469315#2_0,e1det_156469315#2_0
156469315#3_0,e1det_156469315#3_0
156469328_0,e1det_156469328_0
156469331_0,e1det_156469331_0
156469331_1,e1det_156469331_1
156469343_0,e1det_156469343_0
156469344#3_0,e1det_156469344#3_0
156469345#10_0,e1det_156469345#10_0
156469345#2_0,e1det_156469345#2_0
156469345#4_0,e1det_156469345#4_0
156469346#0_0,e1det_156469346#0_0
156469346#2_0,e1det_156469346#2_0
156469346#3_0,e1det_156469346#3_0
156469353#1_0,e1det_156469353#1_0
156469354#1_0,e1det_156469354#1_0
156469354#2_0,e1det_156469354#2_0
156469355_0,e1det_156469355_0
156469356#0_0,e1det_156469356#0_0
156469356#0_1,e1det_156469356#0_1
156469356#3_0,e1det_156469356#3_0
156469356#3_1,e1det_156469356#3_1
156469356#5_0,e1det_156469356#5_0
156469356#5_1,e1det_156469356#5_1
156469356#6_0,e1det_156469356#6_0
156469356#6_1,e1det_156469356#6_1
159019301#2_0,e1det_159019301#2_0
159524559_0,e1det_159524559_0
159524563#0_0,e1det_159524563#0_0
159524563#1_0,e1det_159524563#1_0
159524588#1_0,e1det_159524588#1_0
159524589_0,e1det_159524589_0
159524589_1,e1det_159524589_1
159782793#1_0,e1det_159782793#1_0
159783237_0,e1det_159783237_0
159783239#0_0,e1det_159783239#0_0
159783239#1_0,e1det_159783239#1_0
159783239#2_0,e1det_159783239#2_0
159783239#3_0,e1det_159783239#3_0
159783239#4_0,e1det_159783239#4_0
159783239#5_0,e1det_159783239#5_0
159783338#3_0,e1det_159783338#3_0
159783338#4_0,e1det_159783338#4_0
159783338#5_0,e1det_159783338#5_0
159783338#6_0,e1det_159783338#6_0
159783338#7_0,e1det_159783338#7_0
159783338#8_0,e1det_159783338#8_0
159783524#2_0,e1det_159783524#2_0
159783524#3_0,e1det_159783524#3_0
159783524#4_0,e1det_159783524#4_0
159791616_0,e1det_159791616_0
159791619_0,e1det_159791619_0
159791634#1_0,e1det_159791634#1_0
159791634#2_0,e1det_159791634#2_0
159791634#3_0,e1det_159791634#3_0
159791634#4_0,e1det_159791634#4_0
159791634#5_0,e1det_159791634#5_0
159791637#0_0,e1det_159791637#0_0
159791637#1_0,e1det_159791637#1_0
159791637#2_0,e1det_159791637#2_0
159791637#3_0,e1det_159791637#3_0
159791637#4_0,e1det_159791637#4_0
159791637#5_0,e1det_159791637#5_0
159791637#6_0,e1det_159791637#6_0
159791637#7_0,e1det_159791637#7_0
159791637#8_0,e1det_159791637#8_0
159791640#0_0,e1det_159791640#0_0
159791640#1_0,e1det_159791640#1_0
159791640#2_0,e1det_159791640#2_0
159791640#3_0,e1det_159791640#3_0
159791640#4_0,e1det_159791640#4_0
159791642#0_0,e1det_159791642#0_0
159791642#1_0,e1det_159791642#1_0
159791642#4_0,e1det_159791642#4_0
159794827#0_0,e1det_159794827#0_0
159794827#1_0,e1det_159794827#1_0
159794827#2_0,e1det_159794827#2_0
161287539#3_0,e1det_161287539#3_0
161289126#0_0,e1det_161289126#0_0
161289128_0,e1det_161289128_0
161289132#3_0,e1det_161289132#3_0
161289847#1_0,e1det_161289847#1_0
161289847#2_0,e1det_161289847#2_0
161289848#0_0,e1det_161289848#0_0
161289850_0,e1det_161289850_0
161289852_0,e1det_161289852_0
161296912#10_0,e1det_161296912#10_0
161296912#11_0,e1det_161296912#11_0
161296912#12_0,e1det_161296912#12_0
161296912#13_0,e1det_161296912#13_0
161296912#14_0,e1det_161296912#14_0
161296912#7_0,e1det_161296912#7_0
161296912#8_0,e1det_161296912#8_0
161296912#9_0,e1det_161296912#9_0
161296915#10_0,e1det_161296915#10_0
161296915#12_0,e1det_161296915#12_0
161296915#13_0,e1det_161296915#13_0
161296915#14_0,e1det_161296915#14_0
161296915#15_0,e1det_161296915#15_0
161296915#16_0,e1det_161296915#16_0
161296915#17_0,e1det_161296915#17_0
161296915#18_0,e1det_161296915#18_0
161296915#1_0,e1det_161296915#1_0
161296915#2_0,e1det_161296915#2_0
161296915#3_0,e1det_161296915#3_0
161296915#4_0,e1det_161296915#4_0
161296915#5_0,e1det_161296915#5_0
161296915#9_0,e1det_161296915#9_0
161296916#0_0,e1det_161296916#0_0
161296916#11_0,e1det_161296916#11_0
161296916#16_0,e1det_161296916#16_0
161296916#17_0,e1det_161296916#17_0
161296916#18_0,e1det_161296916#18_0
161296916#19_0,e1det_161296916#19_0
161296916#1_0,e1det_161296916#1_0
161296916#20_0,e1det_161296916#20_0
161296916#22_0,e1det_161296916#22_0
161296916#2_0,e1det_161296916#2_0
161296916#3_0,e1det_161296916#3_0
161296916#4_0,e1det_161296916#4_0
161296916#5_0,e1det_161296916#5_0
161296916#7_0,e1det_161296916#7_0
161296916#8_0,e1det_161296916#8_0
161296937#0_0,e1det_161296937#0_0
161296937#1_0,e1det_161296937#1_0
161296939#6_0,e1det_161296939#6_0
161296941#2_0,e1det_161296941#2_0
161296942#5_0,e1det_161296942#5_0
161296943#0_0,e1det_161296943#0_0
161296948#1_0,e1det_161296948#1_0
161296948#2_0,e1det_161296948#2_0
161296948#3_0,e1det_161296948#3_0
161296948#4_0,e1det_161296948#4_0
161296948#6_0,e1det_161296948#6_0
161296948#8_0,e1det_161296948#8_0
161298699#0_0,e1det_161298699#0_0
161298701#10_0,e1det_161298701#10_0
161298701#11_0,e1det_161298701#11_0
161298701#12_0,e1det_161298701#12_0
161298701#13_0,e1det_161298701#13_0
161298701#14_0,e1det_161298701#14_0
161298701#15_0,e1det_161298701#15_0
161298701#16_0,e1det_161298701#16_0
161298701#17_0,e1det_161298701#17_0
161298701#9_0,e1det_161298701#9_0
161298709#2_0,e1det_161298709#2_0
161299747#1_0,e1det_161299747#1_0
161299747#2_0,e1det_161299747#2_0
161299751#0_0,e1det_161299751#0_0
161299751#0_1,e1det_161299751#0_1
161299751#1_0,e1det_161299751#1_0
161299751#1_1,e1det_161299751#1_1
161355922#1_0,e1det_161355922#1_0
161355922#1_1,e1det_161355922#1_1
161355924#1_0,e1det_161355924#1_0
161355924#1_1,e1det_161355924#1_1
161355925#0_0,e1det_161355925#0_0
161355929#1_0,e1det_161355929#1_0
161355929#1_1,e1det_161355929#1_1
161355930#1_0,e1det_161355930#1_0
161355930#3_0,e1det_161355930#3_0
161355940#0_0,e1det_161355940#0_0
161355941#2_0,e1det_161355941#2_0
161355941#3_0,e1det_161355941#3_0
161355942#1_0,e1det_161355942#1_0
161355942#1_1,e1det_161355942#1_1
161355964#11_0,e1det_161355964#11_0
161355964#14_0,e1det_161355964#14_0
161355964#1_0,e1det_161355964#1_0
161355964#2_0,e1det_161355964#2_0
161355964#4_0,e1det_161355964#4_0
161355964#5_0,e1det_161355964#5_0
161355964#8_0,e1det_161355964#8_0
161355964#9_0,e1det_161355964#9_0
161355985#1_0,e1det_161355985#1_0
161355985#2_0,e1det_161355985#2_0
161357280#0_0,e1det_161357280#0_0
161357280#1_0,e1det_161357280#1_0
161453469_0,e1det_161453469_0
161455967#8_0,e1det_161455967#8_0
161455967#9_0,e1det_161455967#9_0
161455969#2_0,e1det_161455969#2_0
161455969#3_0,e1det_161455969#3_0
161455969#4_0,e1det_161455969#4_0
161455969#5_0,e1det_161455969#5_0
161455970#13_0,e1det_161455970#13_0
161455973#4_0,e1det_161455973#4_0
161455975#10_0,e1det_161455975#10_0
161455975#11_0,e1det_161455975#11_0
161455975#3_0,e1det_161455975#3_0
161455975#4_0,e1det_161455975#4_0
161455975#5_0,e1det_161455975#5_0
161455975#6_0,e1det_161455975#6_0
161455975#7_0,e1det_161455975#7_0
161455975#8_0,e1det_161455975#8_0
161455975#9_0,e1det_161455975#9_0
161460521#0_0,e1det_161460521#0_0
161460521#1_0,e1det_161460521#1_0
161460524#0_0,e1det_161460524#0_0
161460524#1_0,e1det_161460524#1_0
161460524#3_0,e1det_161460524#3_0
161460524#4_0,e1det_161460524#4_0
161460524#5_0,e1det_161460524#5_0
161460524#6_0,e1det_161460524#6_0
161460524#7_0,e1det_161460524#7_0
161460526#4_0,e1det_161460526#4_0
161460526#5_0,e1det_161460526#5_0
161460526#6_0,e1det_161460526#6_0
161460526#7_0,e1det_161460526#7_0
161460528#2_0,e1det_161460528#2_0
161460528#5_0,e1det_161460528#5_0
161463731#0_0,e1det_161463731#0_0
161463731#1_0,e1det_161463731#1_0
161463731#2_0,e1det_161463731#2_0
161463731#3_0,e1det_161463731#3_0
161463731#4_0,e1det_161463731#4_0
161463731#5_0,e1det_161463731#5_0
161463731#6_0,e1det_161463731#6_0
161463732#1_0,e1det_161463732#1_0
161463732#4_0,e1det_161463732#4_0
161463732#5_0,e1det_161463732#5_0
161463732#7_0,e1det_161463732#7_0
161463744#10_0,e1det_161463744#10_0
161463744#11_0,e1det_161463744#11_0
161463744#12_0,e1det_161463744#12_0
161463744#3_0,e1det_161463744#3_0
161463744#4_0,e1det_161463744#4_0
161463744#5_0,e1det_161463744#5_0
161463744#6_0,e1det_161463744#6_0
161463744#7_0,e1det_161463744#7_0
161463744#9_0,e1det_161463744#9_0
161463751#0_0,e1det_161463751#0_0
161463752#0_0,e1det_161463752#0_0
161463752#1_0,e1det_161463752#1_0
161463757#1_0,e1det_161463757#1_0
161463757#2_0,e1det_161463757#2_0
161463757#4_0,e1det_161463757#4_0
161463758#0_0,e1det_161463758#0_0
161463758#2_0,e1det_161463758#2_0
161463760#1_0,e1det_161463760#1_0
161463760#2_0,e1det_161463760#2_0
161463760#4_0,e1det_161463760#4_0
161463761#0_0,e1det_161463761#0_0
161463761#2_0,e1det_161463761#2_0
161463763#0_0,e1det_161463763#0_0
161463763#1_0,e1det_161463763#1_0
161463763#2_0,e1det_161463763#2_0
161463763#3_0,e1det_161463763#3_0
161463763#4_0,e1det_161463763#4_0
161463763#5_0,e1det_161463763#5_0
161463763#6_0,e1det_161463763#6_0
161463766#4_0,e1det_161463766#4_0
161463767#2_0,e1det_161463767#2_0
161463767#5_0,e1det_161463767#5_0
161463767#8_0,e1det_161463767#8_0
161463768#1_0,e1det_161463768#1_0
161463768#4_0,e1det_161463768#4_0
161463768#7_0,e1det_161463768#7_0
161463768#9_0,e1det_161463768#9_0
161463769#1_0,e1det_161463769#1_0
161463770#1_0,e1det_161463770#1_0
161463772#4_0,e1det_161463772#4_0
161463773#1_0,e1det_161463773#1_0
161466905#0_0,e1det_161466905#0_0
161466905#1_0,e1det_161466905#1_0
161466905#2_0,e1det_161466905#2_0
161466905#3_0,e1det_161466905#3_0
161466905#4_0,e1det_161466905#4_0
161466906#0_0,e1det_161466906#0_0
161466906#1_0,e1det_161466906#1_0
161466910#1_0,e1det_161466910#1_0
161466910#3_0,e1det_161466910#3_0
161466911#17_0,e1det_161466911#17_0
161466911#17_1,e1det_161466911#17_1
161466911#17_2,e1det_161466911#17_2
161466911#18_0,e1det_161466911#18_0
161466911#18_1,e1det_161466911#18_1
161466911#18_2,e1det_161466911#18_2
161466911#1_0,e1det_161466911#1_0
161466911#1_1,e1det_161466911#1_1
161466911#1_2,e1det_161466911#1_2
161466911#5_0,e1det_161466911#5_0
161466911#5_1,e1det_161466911#5_1
161466911#5_2,e1det_161466911#5_2
161466915#3_0,e1det_161466915#3_0
161466927_0,e1det_161466927_0
162546311_0,e1det_162546311_0
162546312#0_0,e1det_162546312#0_0
162546312#0_1,e1det_162546312#0_1
162546312#0_2,e1det_162546312#0_2
162546312#1_0,e1det_162546312#1_0
162546312#1_1,e1det_162546312#1_1
162546312#1_2,e1det_162546312#1_2
162546312#2_0,e1det_162546312#2_0
162546312#2_1,e1det_162546312#2_1
162546312#2_2,e1det_162546312#2_2
162546312#7_0,e1det_162546312#7_0
162546312#7_1,e1det_162546312#7_1
162546312#7_2,e1det_162546312#7_2
162546313_0,e1det_162546313_0
162546313_1,e1det_162546313_1
162546314_0,e1det_162546314_0
162546316#5_0,e1det_162546316#5_0
162546316#9_0,e1det_162546316#9_0
162970619#0_0,e1det_162970619#0_0
162970619#0_1,e1det_162970619#0_1
162970619#2_0,e1det_162970619#2_0
162970619#2_1,e1det_162970619#2_1
162970619#5_0,e1det_162970619#5_0
162970619#5_1,e1det_162970619#5_1
162970620#0_0,e1det_162970620#0_0
162970620#0_1,e1det_162970620#0_1
162970620#2_0,e1det_162970620#2_0
162970620#2_1,e1det_162970620#2_1
162970620#4_0,e1det_162970620#4_0
162970620#4_1,e1det_162970620#4_1
162970622#0_0,e1det_162970622#0_0
162970622#0_1,e1det_162970622#0_1
162970622#1_0,e1det_162970622#1_0
162970622#1_1,e1det_162970622#1_1
162970623#0_0,e1det_162970623#0_0
162970623#0_1,e1det_162970623#0_1
162970623#1_0,e1det_162970623#1_0
162970623#1_1,e1det_162970623#1_1
162970623#2_0,e1det_162970623#2_0
162970623#2_1,e1det_162970623#2_1
162970626_0,e1det_162970626_0
162970626_1,e1det_162970626_1
162970633_0,e1det_162970633_0
162970633_1,e1det_162970633_1
162970639#0_0,e1det_162970639#0_0
162970643#1_0,e1det_162970643#1_0
162970645#4_0,e1det_162970645#4_0
162970648#1_0,e1det_162970648#1_0
162970649#0_0,e1det_162970649#0_0
163056989#0_0,e1det_163056989#0_0
163056991#0_0,e1det_163056991#0_0
163056993#1_0,e1det_163056993#1_0
163056993#1_1,e1det_163056993#1_1
163057021#3_0,e1det_163057021#3_0
163057022#0_0,e1det_163057022#0_0
163057022#1_0,e1det_163057022#1_0
163057023#1_0,e1det_163057023#1_0
163057023#2_0,e1det_163057023#2_0
163057023#3_0,e1det_163057023#3_0
163057032#4_0,e1det_163057032#4_0
163057032#4_1,e1det_163057032#4_1
163057033#0_0,e1det_163057033#0_0
163057033#10_0,e1det_163057033#10_0
163057033#11_0,e1det_163057033#11_0
163822320#0_0,e1det_163822320#0_0
163822320#0_1,e1det_163822320#0_1
163822320#1_0,e1det_163822320#1_0
163822320#1_1,e1det_163822320#1_1
163822326#0_0,e1det_163822326#0_0
163822326#13_0,e1det_163822326#13_0
163822326#4_0,e1det_163822326#4_0
163822326#5_0,e1det_163822326#5_0
163822326#6_0,e1det_163822326#6_0
163822326#7_0,e1det_163822326#7_0
163822326#8_0,e1det_163822326#8_0
163822326#9_0,e1det_163822326#9_0
163822328#0_0,e1det_163822328#0_0
163823781#0_0,e1det_163823781#0_0
163823781#1_0,e1det_163823781#1_0
163823781#2_0,e1det_163823781#2_0
163823781#5_0,e1det_163823781#5_0
163823781#7_0,e1det_163823781#7_0
163825161#3_0,e1det_163825161#3_0
163825161#4_0,e1det_163825161#4_0
163825162#0_0,e1det_163825162#0_0
163825162#1_0,e1det_163825162#1_0
163825162#2_0,e1det_163825162#2_0
163825162#4_0,e1det_163825162#4_0
163825162#6_0,e1det_163825162#6_0
163825162#7_0,e1det_163825162#7_0
163825696#0_0,e1det_163825696#0_0
163825696#0_1,e1det_163825696#0_1
163825697#0_0,e1det_163825697#0_0
163825697#1_0,e1det_163825697#1_0
163825698_0,e1det_163825698_0
163825700#1_0,e1det_163825700#1_0
163825700#2_0,e1det_163825700#2_0
163825700#4_0,e1det_163825700#4_0
163825700#5_0,e1det_163825700#5_0
163825700#6_0,e1det_163825700#6_0
163825700#7_0,e1det_163825700#7_0
163825700#8_0,e1det_163825700#8_0
163825700#9_0,e1det_163825700#9_0
163825702_0,e1det_163825702_0
163825703_0,e1det_163825703_0
163825704#1_0,e1det_163825704#1_0
163825704#2_0,e1det_163825704#2_0
163826846_0,e1det_163826846_0
163826846_1,e1det_163826846_1
163923659_0,e1det_163923659_0
163923659_1,e1det_163923659_1
164439283#2_0,e1det_164439283#2_0
164439283#3_0,e1det_164439283#3_0
164439290#0_0,e1det_164439290#0_0
164439290#1_0,e1det_164439290#1_0
164599645#0_0,e1det_164599645#0_0
164599645#5_0,e1det_164599645#5_0
164599646#5_0,e1det_164599646#5_0
164601684_0,e1det_164601684_0
164601685_0,e1det_164601685_0
164601693_0,e1det_164601693_0
164601694#0_0,e1det_164601694#0_0
164895134#1_0,e1det_164895134#1_0
164895138_0,e1det_164895138_0
164895150_0,e1det_164895150_0
164895156_0,e1det_164895156_0
164895158_0,e1det_164895158_0
164899627_0,e1det_164899627_0
164899648#2_0,e1det_164899648#2_0
164899650#0-AddedOffRampEdge_0,e1det_164899650#0-AddedOffRampEdge_0
164899650#0-AddedOffRampEdge_1,e1det_164899650#0-AddedOffRampEdge_1
164899650#5_0,e1det_164899650#5_0
164899658_0,e1det_164899658_0
164899661#2_0,e1det_164899661#2_0
164899661#2_1,e1det_164899661#2_1
164919782_0,e1det_164919782_0
165169791#1_0,e1det_165169791#1_0
165174632#0_0,e1det_165174632#0_0
165174632#1_0,e1det_165174632#1_0
165174632#3_0,e1det_165174632#3_0
165174635#1_0,e1det_165174635#1_0
165174635#1_1,e1det_165174635#1_1
165174636#0_0,e1det_165174636#0_0
165628685_0,e1det_165628685_0
165628703_0,e1det_165628703_0
165628793#1_0,e1det_165628793#1_0
165628793#3_0,e1det_165628793#3_0
165628802#1_0,e1det_165628802#1_0
165628814#1_0,e1det_165628814#1_0
165628815#0_0,e1det_165628815#0_0
165628815#6_0,e1det_165628815#6_0
165628815#8_0,e1det_165628815#8_0
165628816_0,e1det_165628816_0
165628843#0_0,e1det_165628843#0_0
165628843#2_0,e1det_165628843#2_0
165628843#3_0,e1det_165628843#3_0
165628850#0_0,e1det_165628850#0_0
165628850#1_0,e1det_165628850#1_0
165762555#1_0,e1det_165762555#1_0
165762555#2_0,e1det_165762555#2_0
166497643#11_0,e1det_166497643#11_0
166497643#12_0,e1det_166497643#12_0
166497643#14_0,e1det_166497643#14_0
166497643#15_0,e1det_166497643#15_0
166497643#1_0,e1det_166497643#1_0
166497643#2_0,e1det_166497643#2_0
166497643#3_0,e1det_166497643#3_0
166497643#4_0,e1det_166497643#4_0
166497643#6_0,e1det_166497643#6_0
166497643#8_0,e1det_166497643#8_0
166497643#9_0,e1det_166497643#9_0
166498180#0_0,e1det_166498180#0_0
166498180#10_0,e1det_166498180#10_0
166498180#3_0,e1det_166498180#3_0
166498180#4_0,e1det_166498180#4_0
166498180#6_0,e1det_166498180#6_0
167648259#5_0,e1det_167648259#5_0
167648259#5_1,e1det_167648259#5_1
167651454#0_0,e1det_167651454#0_0
167651454#0_1,e1det_167651454#0_1
167659656#4_0,e1det_167659656#4_0
167659656#5_0,e1det_167659656#5_0
169107083#1_0,e1det_169107083#1_0
169350172#0_0,e1det_169350172#0_0
169352437#1_0,e1det_169352437#1_0
169352437#1_1,e1det_169352437#1_1
169352437#2_0,e1det_169352437#2_0
169352437#2_1,e1det_169352437#2_1
169352437#3_0,e1det_169352437#3_0
169352437#3_1,e1det_169352437#3_1
169352437#4_0,e1det_169352437#4_0
169352437#4_1,e1det_169352437#4_1
169352442#3_0,e1det_169352442#3_0
170244828_0,e1det_170244828_0
170473547#0_0,e1det_170473547#0_0
170473547#0_1,e1det_170473547#0_1
170473547#1_0,e1det_170473547#1_0
170473547#1_1,e1det_170473547#1_1
170473555_0,e1det_170473555_0
170473555_1,e1det_170473555_1
170473556_0,e1det_170473556_0
170473556_1,e1det_170473556_1
170478068#0_0,e1det_170478068#0_0
170613299#0_0,e1det_170613299#0_0
170613299#1_0,e1det_170613299#1_0
170613299#2_0,e1det_170613299#2_0
170613299#3_0,e1det_170613299#3_0
171981508#3_0,e1det_171981508#3_0
171981508#4_0,e1det_171981508#4_0
171981510#2_0,e1det_171981510#2_0
171981510#3_0,e1det_171981510#3_0
171983188#0_0,e1det_171983188#0_0
171983189#0_0,e1det_171983189#0_0
171983189#1_0,e1det_171983189#1_0
171983190_0,e1det_171983190_0
172179666#0_0,e1det_172179666#0_0
172179666#1_0,e1det_172179666#1_0
172179666#4_0,e1det_172179666#4_0
172179667#1_0,e1det_172179667#1_0
172179671#0_0,e1det_172179671#0_0
172179671#1_0,e1det_172179671#1_0
172180975#0_0,e1det_172180975#0_0
172180975#3_0,e1det_172180975#3_0
172180975#4_0,e1det_172180975#4_0
173342300_0,e1det_173342300_0
173346288_0,e1det_173346288_0
174144370#11_0,e1det_174144370#11_0
174144370#4_0,e1det_174144370#4_0
174144370#5_0,e1det_174144370#5_0
174144370#7_0,e1det_174144370#7_0
174144372#1-AddedOffRampEdge_0,e1det_174144372#1-AddedOffRampEdge_0
174144372#1-AddedOffRampEdge_1,e1det_174144372#1-AddedOffRampEdge_1
174144375#1_0,e1det_174144375#1_0
174144375#2_0,e1det_174144375#2_0
174144376_0,e1det_174144376_0
174144378#0_0,e1det_174144378#0_0
174144378#3_0,e1det_174144378#3_0
174144379_0,e1det_174144379_0
174646963#0_0,e1det_174646963#0_0
174646963#0_1,e1det_174646963#0_1
174646963#1_0,e1det_174646963#1_0
174646963#1_1,e1det_174646963#1_1
174646986_0,e1det_174646986_0
